,hypothesis,premis,label,category
30,The song writer went to massachusetts more than a millisecond ago., The song writer went to massachusetts more than a day ago,False,htemporal
31,The airport controller went to chicago more than a millisecond ago., The airport controller went to chicago more than a minute ago,False,htemporal
32,The butchery manager went to florida more than a millisecond ago., The butchery manager went to florida more than a minute ago,False,htemporal
33,The hgv driver went to illinois more than a millisecond ago., The hgv driver went to illinois more than a minute ago,False,htemporal
34,The building surveyor went to alaska more than a millisecond ago., The building surveyor went to alaska more than a second ago,False,htemporal
35,The footballer went to new york more than a microsecond ago., The footballer went to new york more than a year ago,False,htemporal
36,The auctioneer went to colorado more than a microsecond ago., The auctioneer went to colorado more than a week ago,False,htemporal
37,The hosiery mechanic went to nebraska more than a microsecond ago., The hosiery mechanic went to nebraska more than a week ago,False,htemporal
38,The jewellery went to montana more than a microsecond ago., The jewellery went to montana more than a week ago,False,htemporal
39,The bus company went to minnesota more than a microsecond ago., The bus company went to minnesota more than a hour ago,False,htemporal
40,The glass worker went to massachusetts more than a microsecond ago., The glass worker went to massachusetts more than a hour ago,False,htemporal
41,The librarian went to hong kong more than a microsecond ago., The librarian went to hong kong more than a minute ago,False,htemporal
42,The joinery consultant went to maryland more than a microsecond ago., The joinery consultant went to maryland more than a second ago,False,htemporal
43,The quality technician went to hong kong more than a microsecond ago., The quality technician went to hong kong more than a second ago,False,htemporal
44,The bricklayer went to montana more than a microsecond ago., The bricklayer went to montana more than a millisecond ago,False,htemporal
45,The premises went to maine more than a microsecond ago., The premises went to maine more than a year ago,False,htemporal
46,The research technician went to kentucky more than a microsecond ago., The research technician went to kentucky more than a month ago,False,htemporal
47,The motor trader went to minnesota more than a microsecond ago., The motor trader went to minnesota more than a day ago,False,htemporal
48,The sales executive went to chicago more than a microsecond ago., The sales executive went to chicago more than a hour ago,False,htemporal
49,The slaughterman went to nebraska more than a microsecond ago., The slaughterman went to nebraska more than a hour ago,False,htemporal
50,The violin maker went to maine more than a microsecond ago., The violin maker went to maine more than a minute ago,False,htemporal
51,The baggage handler went to alaska more than a microsecond ago., The baggage handler went to alaska more than a second ago,False,htemporal
52,The counsellor went to alabama more than a millisecond ago., The counsellor went to alabama more than a year ago,False,htemporal
53,The marine consultant went to hong kong more than a millisecond ago., The marine consultant went to hong kong more than a year ago,False,htemporal
54,The jockey went to massachusetts more than a millisecond ago., The jockey went to massachusetts more than a week ago,False,htemporal
55,The gilder went to alabama more than a millisecond ago., The gilder went to alabama more than a minute ago,False,htemporal
56,The jockey went to alabama more than a microsecond ago., The jockey went to alabama more than a month ago,False,htemporal
57,The tax consultant went to michigan more than a microsecond ago., The tax consultant went to michigan more than a month ago,False,htemporal
58,The taxidermist went to hawaii more than a microsecond ago., The taxidermist went to hawaii more than a week ago,False,htemporal
59,The plant driver went to minnesota more than a microsecond ago., The plant driver went to minnesota more than a day ago,False,htemporal
60,The assessor went to iowa more than a microsecond ago., The assessor went to iowa more than a hour ago,False,htemporal
61,The screen writer went to hawaii more than a microsecond ago., The screen writer went to hawaii more than a hour ago,False,htemporal
62,The sign maker went to london more than a microsecond ago., The sign maker went to london more than a minute ago,False,htemporal
63,The training advisor went to arkansas more than a microsecond ago., The training advisor went to arkansas more than a millisecond ago,False,htemporal
64,The weaver went to arizona more than a microsecond ago., The weaver went to arizona more than a year ago,False,htemporal
65,The technical liaison went to maryland more than a microsecond ago., The technical liaison went to maryland more than a week ago,False,htemporal
66,The technician went to colorado more than a microsecond ago., The technician went to colorado more than a week ago,False,htemporal
67,The tyre builder went to iowa more than a microsecond ago., The tyre builder went to iowa more than a day ago,False,htemporal
68,The acoustic engineer went to alaska more than a microsecond ago., The acoustic engineer went to alaska more than a minute ago,False,htemporal
69,The physiotherapist went to london more than a second ago., The physiotherapist went to london more than a year ago,False,htemporal
70,The ticket inspector went to alabama more than a second ago., The ticket inspector went to alabama more than a year ago,False,htemporal
71,The baggage handler went to indiana more than a second ago., The baggage handler went to indiana more than a month ago,False,htemporal
72,The textile worker went to connecticut more than a second ago., The textile worker went to connecticut more than a month ago,False,htemporal
73,The health nurse went to hawaii more than a second ago., The health nurse went to hawaii more than a week ago,False,htemporal
74,The laboratory analyst went to illinois more than a millisecond ago., The laboratory analyst went to illinois more than a year ago,False,htemporal
75,The project engineer went to california more than a millisecond ago., The project engineer went to california more than a month ago,False,htemporal
76,The health and safety went to hawaii more than a millisecond ago., The health and safety went to hawaii more than a week ago,False,htemporal
77,The rally driver went to chicago more than a millisecond ago., The rally driver went to chicago more than a hour ago,False,htemporal
78,The shop keeper went to louisiana more than a millisecond ago., The shop keeper went to louisiana more than a hour ago,False,htemporal
79,The teacher went to indiana more than a millisecond ago., The teacher went to indiana more than a second ago,False,htemporal
80,The palaeobotanist went to paris more than a microsecond ago., The palaeobotanist went to paris more than a year ago,False,htemporal
81,The insurance staff went to delaware more than a microsecond ago., The insurance staff went to delaware more than a week ago,False,htemporal
82,The machine minder went to purdue university more than a microsecond ago., The machine minder went to purdue university more than a week ago,False,htemporal
83,The mining engineer went to alaska more than a microsecond ago., The mining engineer went to alaska more than a hour ago,False,htemporal
84,The technical advisor went to purdue university more than a microsecond ago., The technical advisor went to purdue university more than a hour ago,False,htemporal
85,The palaeobotanist went to idaho more than a microsecond ago., The palaeobotanist went to idaho more than a second ago,False,htemporal
86,The hire car driver went to alaska more than a microsecond ago., The hire car driver went to alaska more than a millisecond ago,False,htemporal
87,The nursing manager went to nebraska more than a microsecond ago., The nursing manager went to nebraska more than a millisecond ago,False,htemporal
88,The weighbridge clerk went to california more than a microsecond ago., The weighbridge clerk went to california more than a millisecond ago,False,htemporal
89,The driver went to alabama more than a microsecond ago., The driver went to alabama more than a month ago,False,htemporal
90,The machinist went to massachusetts more than a microsecond ago., The machinist went to massachusetts more than a month ago,False,htemporal
91,The radiographer went to nebraska more than a microsecond ago., The radiographer went to nebraska more than a hour ago,False,htemporal
92,The steel worker went to illinois more than a microsecond ago., The steel worker went to illinois more than a hour ago,False,htemporal
93,The word processing operator went to san francisco more than a microsecond ago., The word processing operator went to san francisco more than a hour ago,False,htemporal
94,The blind fitter went to new york more than a microsecond ago., The blind fitter went to new york more than a second ago,False,htemporal
95,The car wash attendant went to missouri more than a microsecond ago., The car wash attendant went to missouri more than a second ago,False,htemporal
96,The lavatory attendant went to hong kong more than a millisecond ago., The lavatory attendant went to hong kong more than a year ago,False,htemporal
97,The trout farmer went to indiana more than a millisecond ago., The trout farmer went to indiana more than a month ago,False,htemporal
98,The technician went to california more than a millisecond ago., The technician went to california more than a week ago,False,htemporal
99,The catering consultant went to michigan more than a millisecond ago., The catering consultant went to michigan more than a day ago,False,htemporal
100,The party planner went to delaware more than a millisecond ago., The party planner went to delaware more than a day ago,False,htemporal
101,The traffic warden went to montana more than a microsecond ago., The traffic warden went to montana more than a year ago,False,htemporal
102,The purchasing manager went to connecticut more than a microsecond ago., The purchasing manager went to connecticut more than a day ago,False,htemporal
103,The warden went to maryland more than a microsecond ago., The warden went to maryland more than a hour ago,False,htemporal
104,The labelling operator went to minnesota more than a microsecond ago., The labelling operator went to minnesota more than a millisecond ago,False,htemporal
105,The ceiling contractor went to kansas more than a microsecond ago., The ceiling contractor went to kansas more than a year ago,False,htemporal
106,The ticket agent went to colorado more than a microsecond ago., The ticket agent went to colorado more than a year ago,False,htemporal
107,The transport engineer went to purdue university more than a microsecond ago., The transport engineer went to purdue university more than a day ago,False,htemporal
108,The watchmaker went to paris more than a microsecond ago., The watchmaker went to paris more than a day ago,False,htemporal
109,The hairdresser went to indiana more than a microsecond ago., The hairdresser went to indiana more than a hour ago,False,htemporal
110,The publican went to hawaii more than a microsecond ago., The publican went to hawaii more than a hour ago,False,htemporal
111,The envoy went to florida more than a minute ago., The envoy went to florida more than a year ago,False,htemporal
112,The chiropodist went to delaware more than a minute ago., The chiropodist went to delaware more than a week ago,False,htemporal
113,The security consultant went to maine more than a minute ago., The security consultant went to maine more than a week ago,False,htemporal
114,The tax consultant went to paris more than a minute ago., The tax consultant went to paris more than a week ago,False,htemporal
115,The baker went to new york more than a second ago., The baker went to new york more than a month ago,False,htemporal
116,The quality manager went to chicago more than a second ago., The quality manager went to chicago more than a month ago,False,htemporal
117,The nursing sister went to indiana more than a second ago., The nursing sister went to indiana more than a week ago,False,htemporal
118,The optical advisor went to san francisco more than a second ago., The optical advisor went to san francisco more than a day ago,False,htemporal
119,The farmer went to delaware more than a second ago., The farmer went to delaware more than a minute ago,False,htemporal
120,The premises security went to hong kong more than a second ago., The premises security went to hong kong more than a minute ago,False,htemporal
121,The wine merchant went to indiana more than a millisecond ago., The wine merchant went to indiana more than a month ago,False,htemporal
122,The camera repairer went to purdue university more than a millisecond ago., The camera repairer went to purdue university more than a day ago,False,htemporal
123,The careers advisor went to nevada more than a millisecond ago., The careers advisor went to nevada more than a day ago,False,htemporal
124,The footballer went to nebraska more than a millisecond ago., The footballer went to nebraska more than a day ago,False,htemporal
125,The labelling operator went to kentucky more than a millisecond ago., The labelling operator went to kentucky more than a day ago,False,htemporal
126,The plant driver went to indiana more than a millisecond ago., The plant driver went to indiana more than a day ago,False,htemporal
127,The sheet metal worker went to chicago more than a millisecond ago., The sheet metal worker went to chicago more than a minute ago,False,htemporal
128,The surgeon went to iowa more than a millisecond ago., The surgeon went to iowa more than a second ago,False,htemporal
129,The cleric went to mississippi more than a microsecond ago., The cleric went to mississippi more than a year ago,False,htemporal
130,The paint consultant went to indiana more than a microsecond ago., The paint consultant went to indiana more than a month ago,False,htemporal
131,The home economist went to illinois more than a microsecond ago., The home economist went to illinois more than a week ago,False,htemporal
132,The picture editor went to massachusetts more than a microsecond ago., The picture editor went to massachusetts more than a week ago,False,htemporal
133,The supply teacher went to nebraska more than a microsecond ago., The supply teacher went to nebraska more than a week ago,False,htemporal
134,The metal polisher went to connecticut more than a microsecond ago., The metal polisher went to connecticut more than a minute ago,False,htemporal
135,The seaman went to minnesota more than a microsecond ago., The seaman went to minnesota more than a second ago,False,htemporal
136,The valve technician went to indiana more than a microsecond ago., The valve technician went to indiana more than a second ago,False,htemporal
137,The vehicle body worker went to georgia more than a microsecond ago., The vehicle body worker went to georgia more than a millisecond ago,False,htemporal
138,The photographer went to iowa more than a microsecond ago., The photographer went to iowa more than a day ago,False,htemporal
139,The training co-ordinator went to delaware more than a microsecond ago., The training co-ordinator went to delaware more than a minute ago,False,htemporal
140,The medical practitioner went to paris more than a millisecond ago., The medical practitioner went to paris more than a year ago,False,htemporal
141,The television presenter went to chicago more than a millisecond ago., The television presenter went to chicago more than a year ago,False,htemporal
142,The tyre builder went to indiana more than a millisecond ago., The tyre builder went to indiana more than a year ago,False,htemporal
143,The auctioneer went to minnesota more than a millisecond ago., The auctioneer went to minnesota more than a month ago,False,htemporal
144,The goods handler went to illinois more than a millisecond ago., The goods handler went to illinois more than a week ago,False,htemporal
145,The astronomer went to alaska more than a millisecond ago., The astronomer went to alaska more than a day ago,False,htemporal
146,The catering staff went to delaware more than a millisecond ago., The catering staff went to delaware more than a day ago,False,htemporal
147,The church warden went to missouri more than a millisecond ago., The church warden went to missouri more than a day ago,False,htemporal
148,The welfare assistant went to indiana more than a millisecond ago., The welfare assistant went to indiana more than a day ago,False,htemporal
149,The merchant went to alabama more than a millisecond ago., The merchant went to alabama more than a minute ago,False,htemporal
150,The hypnotist went to montana more than a microsecond ago., The hypnotist went to montana more than a year ago,False,htemporal
151,The tax advisor went to arizona more than a microsecond ago., The tax advisor went to arizona more than a year ago,False,htemporal
152,The marketing coordinator went to florida more than a microsecond ago., The marketing coordinator went to florida more than a month ago,False,htemporal
153,The sales executive went to louisiana more than a microsecond ago., The sales executive went to louisiana more than a month ago,False,htemporal
154,The window cleaner went to florida more than a microsecond ago., The window cleaner went to florida more than a month ago,False,htemporal
155,The geophysicist went to indiana more than a microsecond ago., The geophysicist went to indiana more than a week ago,False,htemporal
156,The pattern maker went to nebraska more than a microsecond ago., The pattern maker went to nebraska more than a week ago,False,htemporal
157,The metal worker went to san francisco more than a microsecond ago., The metal worker went to san francisco more than a minute ago,False,htemporal
158,The china restorer went to georgia more than a microsecond ago., The china restorer went to georgia more than a week ago,False,htemporal
159,The maths teacher went to idaho more than a second ago., The maths teacher went to idaho more than a year ago,False,htemporal
160,The garda went to indiana more than a second ago., The garda went to indiana more than a month ago,False,htemporal
161,The care manager went to arkansas more than a millisecond ago., The care manager went to arkansas more than a day ago,False,htemporal
162,The sheriff went to colorado more than a millisecond ago., The sheriff went to colorado more than a day ago,False,htemporal
163,The instrument supervisor went to california more than a millisecond ago., The instrument supervisor went to california more than a second ago,False,htemporal
164,The spring maker went to purdue university more than a millisecond ago., The spring maker went to purdue university more than a second ago,False,htemporal
165,The barman went to iowa more than a microsecond ago., The barman went to iowa more than a year ago,False,htemporal
166,The trade mark agent went to minnesota more than a microsecond ago., The trade mark agent went to minnesota more than a year ago,False,htemporal
167,The technical instructor went to new york more than a microsecond ago., The technical instructor went to new york more than a week ago,False,htemporal
168,The masseur went to florida more than a microsecond ago., The masseur went to florida more than a day ago,False,htemporal
169,The temperature time went to kentucky more than a microsecond ago., The temperature time went to kentucky more than a day ago,False,htemporal
170,The investment advisor went to kansas more than a microsecond ago., The investment advisor went to kansas more than a second ago,False,htemporal
171,The minibus driver went to montana more than a microsecond ago., The minibus driver went to montana more than a second ago,False,htemporal
172,The millwright went to chicago more than a microsecond ago., The millwright went to chicago more than a year ago,False,htemporal
173,The surgeon went to arkansas more than a microsecond ago., The surgeon went to arkansas more than a week ago,False,htemporal
174,The fuel merchant went to idaho more than a microsecond ago., The fuel merchant went to idaho more than a day ago,False,htemporal
175,The press operator went to colorado more than a microsecond ago., The press operator went to colorado more than a day ago,False,htemporal
176,The stenographer went to iowa more than a microsecond ago., The stenographer went to iowa more than a day ago,False,htemporal
177,The instrument supervisor went to kentucky more than a millisecond ago., The instrument supervisor went to kentucky more than a month ago,False,htemporal
178,The lifeguard went to colorado more than a millisecond ago., The lifeguard went to colorado more than a day ago,False,htemporal
179,The night porter went to california more than a millisecond ago., The night porter went to california more than a day ago,False,htemporal
180,The thermal engineer went to minnesota more than a millisecond ago., The thermal engineer went to minnesota more than a day ago,False,htemporal
181,The lock keeper went to california more than a microsecond ago., The lock keeper went to california more than a week ago,False,htemporal
182,The operator went to minnesota more than a microsecond ago., The operator went to minnesota more than a week ago,False,htemporal
183,The practice manager went to alaska more than a microsecond ago., The practice manager went to alaska more than a week ago,False,htemporal
184,The signwriter went to michigan more than a microsecond ago., The signwriter went to michigan more than a week ago,False,htemporal
185,The transport planner went to michigan more than a microsecond ago., The transport planner went to michigan more than a week ago,False,htemporal
186,The software engineer went to missouri more than a microsecond ago., The software engineer went to missouri more than a day ago,False,htemporal
187,The timber inspector went to alaska more than a microsecond ago., The timber inspector went to alaska more than a day ago,False,htemporal
188,The hypnotist went to florida more than a microsecond ago., The hypnotist went to florida more than a millisecond ago,False,htemporal
189,The administrator went to arizona more than a microsecond ago., The administrator went to arizona more than a year ago,False,htemporal
190,The masseuse went to hawaii more than a microsecond ago., The masseuse went to hawaii more than a year ago,False,htemporal
191,The fund raiser went to idaho more than a microsecond ago., The fund raiser went to idaho more than a month ago,False,htemporal
192,The instrument technician went to purdue university more than a microsecond ago., The instrument technician went to purdue university more than a month ago,False,htemporal
193,The wages clerk went to montana more than a microsecond ago., The wages clerk went to montana more than a month ago,False,htemporal
194,The travel clerk went to michigan more than a microsecond ago., The travel clerk went to michigan more than a day ago,False,htemporal
195,The art dealer went to mississippi more than a hour ago., The art dealer went to mississippi more than a year ago,False,htemporal
196,The systems engineer went to chicago more than a hour ago., The systems engineer went to chicago more than a year ago,False,htemporal
197,The systems manager went to kentucky more than a hour ago., The systems manager went to kentucky more than a year ago,False,htemporal
198,The bar steward went to louisiana more than a hour ago., The bar steward went to louisiana more than a week ago,False,htemporal
199,The tacker went to alabama more than a minute ago., The tacker went to alabama more than a month ago,False,htemporal
200,The van driver went to arizona more than a minute ago., The van driver went to arizona more than a month ago,False,htemporal
201,The circus proprietor went to colorado more than a minute ago., The circus proprietor went to colorado more than a week ago,False,htemporal
202,The ticket inspector went to san francisco more than a second ago., The ticket inspector went to san francisco more than a year ago,False,htemporal
203,The mining consultant went to massachusetts more than a second ago., The mining consultant went to massachusetts more than a month ago,False,htemporal
204,The navigator went to minnesota more than a second ago., The navigator went to minnesota more than a month ago,False,htemporal
205,The panel beater went to alaska more than a second ago., The panel beater went to alaska more than a month ago,False,htemporal
206,The plumber went to michigan more than a second ago., The plumber went to michigan more than a hour ago,False,htemporal
207,The shop manager went to illinois more than a second ago., The shop manager went to illinois more than a minute ago,False,htemporal
208,The marine electrician went to san francisco more than a millisecond ago., The marine electrician went to san francisco more than a year ago,False,htemporal
209,The chimney sweep went to kentucky more than a millisecond ago., The chimney sweep went to kentucky more than a month ago,False,htemporal
210,The patrolman went to indiana more than a millisecond ago., The patrolman went to indiana more than a month ago,False,htemporal
211,The restorer went to mississippi more than a millisecond ago., The restorer went to mississippi more than a month ago,False,htemporal
212,The it manager went to chicago more than a millisecond ago., The it manager went to chicago more than a week ago,False,htemporal
213,The fraud investigator went to missouri more than a millisecond ago., The fraud investigator went to missouri more than a hour ago,False,htemporal
214,The groom went to colorado more than a millisecond ago., The groom went to colorado more than a hour ago,False,htemporal
215,The accountant went to colorado more than a millisecond ago., The accountant went to colorado more than a minute ago,False,htemporal
216,The circus worker went to alaska more than a microsecond ago., The circus worker went to alaska more than a year ago,False,htemporal
217,The lithographer went to new york more than a microsecond ago., The lithographer went to new york more than a week ago,False,htemporal
218,The acupuncturist went to idaho more than a microsecond ago., The acupuncturist went to idaho more than a hour ago,False,htemporal
219,The marketing manager went to minnesota more than a microsecond ago., The marketing manager went to minnesota more than a hour ago,False,htemporal
220,The shelf filler went to louisiana more than a microsecond ago., The shelf filler went to louisiana more than a hour ago,False,htemporal
221,The youth hostel warden went to michigan more than a microsecond ago., The youth hostel warden went to michigan more than a minute ago,False,htemporal
222,The telegraphist went to maine more than a microsecond ago., The telegraphist went to maine more than a second ago,False,htemporal
223,The hypnotherapist went to london more than a microsecond ago., The hypnotherapist went to london more than a millisecond ago,False,htemporal
224,The typewriter engineer went to louisiana more than a microsecond ago., The typewriter engineer went to louisiana more than a millisecond ago,False,htemporal
225,The plant operator went to london more than a microsecond ago., The plant operator went to london more than a year ago,False,htemporal
226,The book-keeper went to alaska more than a microsecond ago., The book-keeper went to alaska more than a month ago,False,htemporal
227,The market gardener went to michigan more than a microsecond ago., The market gardener went to michigan more than a month ago,False,htemporal
228,The optical went to new york more than a microsecond ago., The optical went to new york more than a month ago,False,htemporal
229,The potter went to michigan more than a microsecond ago., The potter went to michigan more than a month ago,False,htemporal
230,The bank manager went to kansas more than a microsecond ago., The bank manager went to kansas more than a hour ago,False,htemporal
231,The technical director went to michigan more than a microsecond ago., The technical director went to michigan more than a hour ago,False,htemporal
232,The clergyman went to kansas more than a microsecond ago., The clergyman went to kansas more than a second ago,False,htemporal
233,The microbiologist went to minnesota more than a microsecond ago., The microbiologist went to minnesota more than a second ago,False,htemporal
234,The car valet went to nebraska more than a millisecond ago., The car valet went to nebraska more than a year ago,False,htemporal
235,The locksmith went to new york more than a microsecond ago., The locksmith went to new york more than a year ago,False,htemporal
236,The general practitioner went to missouri more than a microsecond ago., The general practitioner went to missouri more than a month ago,False,htemporal
237,The pattern weaver went to michigan more than a microsecond ago., The pattern weaver went to michigan more than a month ago,False,htemporal
238,The rig worker went to chicago more than a microsecond ago., The rig worker went to chicago more than a minute ago,False,htemporal
239,The hairdresser went to alaska more than a microsecond ago., The hairdresser went to alaska more than a millisecond ago,False,htemporal
240,The research consultant went to massachusetts more than a microsecond ago., The research consultant went to massachusetts more than a millisecond ago,False,htemporal
241,The showman went to missouri more than a microsecond ago., The showman went to missouri more than a millisecond ago,False,htemporal
242,The hypnotist went to illinois more than a microsecond ago., The hypnotist went to illinois more than a year ago,False,htemporal
243,The ice cream vendor went to missouri more than a microsecond ago., The ice cream vendor went to missouri more than a year ago,False,htemporal
244,The sales representative went to colorado more than a microsecond ago., The sales representative went to colorado more than a year ago,False,htemporal
245,The sheet metal worker went to purdue university more than a microsecond ago., The sheet metal worker went to purdue university more than a hour ago,False,htemporal
246,The tractor driver went to missouri more than a microsecond ago., The tractor driver went to missouri more than a hour ago,False,htemporal
247,The care assistant went to minnesota more than a second ago., The care assistant went to minnesota more than a year ago,False,htemporal
248,The chaplain went to nevada more than a second ago., The chaplain went to nevada more than a year ago,False,htemporal
249,The insurance consultant went to kansas more than a second ago., The insurance consultant went to kansas more than a year ago,False,htemporal
250,The machine minder went to louisiana more than a second ago., The machine minder went to louisiana more than a year ago,False,htemporal
251,The administration staff went to london more than a second ago., The administration staff went to london more than a month ago,False,htemporal
252,The scientific officer went to delaware more than a second ago., The scientific officer went to delaware more than a week ago,False,htemporal
253,The health planner went to london more than a second ago., The health planner went to london more than a hour ago,False,htemporal
254,The bus driver went to new york more than a millisecond ago., The bus driver went to new york more than a month ago,False,htemporal
255,The butler went to florida more than a millisecond ago., The butler went to florida more than a month ago,False,htemporal
256,The technical editor went to maine more than a millisecond ago., The technical editor went to maine more than a month ago,False,htemporal
257,The station manager went to hong kong more than a millisecond ago., The station manager went to hong kong more than a second ago,False,htemporal
258,The medical researcher went to montana more than a microsecond ago., The medical researcher went to montana more than a year ago,False,htemporal
259,The immigration officer went to louisiana more than a microsecond ago., The immigration officer went to louisiana more than a second ago,False,htemporal
260,The induction moulder went to missouri more than a microsecond ago., The induction moulder went to missouri more than a second ago,False,htemporal
261,The accounts assistant went to colorado more than a microsecond ago., The accounts assistant went to colorado more than a year ago,False,htemporal
262,The goldsmith went to chicago more than a microsecond ago., The goldsmith went to chicago more than a month ago,False,htemporal
263,The minicab driver went to minnesota more than a microsecond ago., The minicab driver went to minnesota more than a month ago,False,htemporal
264,The stage mover went to arizona more than a microsecond ago., The stage mover went to arizona more than a hour ago,False,htemporal
265,The miner went to mississippi more than a microsecond ago., The miner went to mississippi more than a second ago,False,htemporal
266,The gambler went to arizona more than a millisecond ago., The gambler went to arizona more than a year ago,False,htemporal
267,The progress chaser went to purdue university more than a microsecond ago., The progress chaser went to purdue university more than a year ago,False,htemporal
268,The airport controller went to kansas more than a microsecond ago., The airport controller went to kansas more than a month ago,False,htemporal
269,The medical physicist went to purdue university more than a microsecond ago., The medical physicist went to purdue university more than a month ago,False,htemporal
270,The show jumper went to maryland more than a microsecond ago., The show jumper went to maryland more than a month ago,False,htemporal
271,The laminator went to california more than a microsecond ago., The laminator went to california more than a week ago,False,htemporal
272,The groundsman went to minnesota more than a microsecond ago., The groundsman went to minnesota more than a hour ago,False,htemporal
273,The litigation manager went to florida more than a microsecond ago., The litigation manager went to florida more than a hour ago,False,htemporal
274,The lorry driver went to connecticut more than a microsecond ago., The lorry driver went to connecticut more than a year ago,False,htemporal
275,The nurse went to kansas more than a microsecond ago., The nurse went to kansas more than a month ago,False,htemporal
276,The roofer went to alaska more than a minute ago., The roofer went to alaska more than a year ago,False,htemporal
277,The outreach worker went to michigan more than a minute ago., The outreach worker went to michigan more than a week ago,False,htemporal
278,The car park attendant went to alaska more than a second ago., The car park attendant went to alaska more than a year ago,False,htemporal
279,The welfare assistant went to kansas more than a second ago., The welfare assistant went to kansas more than a month ago,False,htemporal
280,The ironmonger went to kentucky more than a second ago., The ironmonger went to kentucky more than a week ago,False,htemporal
281,The it trainer went to indiana more than a millisecond ago., The it trainer went to indiana more than a year ago,False,htemporal
282,The chartered accountant went to delaware more than a millisecond ago., The chartered accountant went to delaware more than a week ago,False,htemporal
283,The gilder went to new york more than a millisecond ago., The gilder went to new york more than a minute ago,False,htemporal
284,The milklady went to michigan more than a millisecond ago., The milklady went to michigan more than a second ago,False,htemporal
285,The inventor went to london more than a microsecond ago., The inventor went to london more than a year ago,False,htemporal
286,The plasterer went to florida more than a microsecond ago., The plasterer went to florida more than a year ago,False,htemporal
287,The stable hand went to florida more than a microsecond ago., The stable hand went to florida more than a week ago,False,htemporal
288,The housekeeper went to kentucky more than a microsecond ago., The housekeeper went to kentucky more than a minute ago,False,htemporal
289,The laboratory analyst went to california more than a microsecond ago., The laboratory analyst went to california more than a minute ago,False,htemporal
290,The masseur went to michigan more than a microsecond ago., The masseur went to michigan more than a minute ago,False,htemporal
291,The stud hand went to california more than a microsecond ago., The stud hand went to california more than a minute ago,False,htemporal
292,The editor went to alabama more than a microsecond ago., The editor went to alabama more than a millisecond ago,False,htemporal
293,The hgv mechanic went to connecticut more than a microsecond ago., The hgv mechanic went to connecticut more than a millisecond ago,False,htemporal
294,The lumberjack went to georgia more than a microsecond ago., The lumberjack went to georgia more than a year ago,False,htemporal
295,The advertising clerk went to illinois more than a microsecond ago., The advertising clerk went to illinois more than a week ago,False,htemporal
296,The transport officer went to michigan more than a microsecond ago., The transport officer went to michigan more than a week ago,False,htemporal
297,The newsagent went to connecticut more than a microsecond ago., The newsagent went to connecticut more than a second ago,False,htemporal
